incident_id,date,quarter,school,city,state,school_level
20100223CODEL,2010-02-23,Winter                                            ,Deer Creek Middle School                                                                                                                                                                                ,Littleton                                                                                           ,CO,Middle                                            
20100210TNINK,2010-02-10,Winter                                            ,Inskip Elementary School                                                                                                                                                                                ,Knoxville                                                                                           ,TN,High                                              
20100205ALDIM,2010-02-05,Winter                                            ,Discovery Middle School                                                                                                                                                                                 ,Madison                                                                                             ,AL,Middle                                            
20100120ALLIL,2010-01-20,Winter                                            ,Livington High School                                                                                                                                                                                   ,Livington                                                                                           ,AL,High                                              
20091211LABOS,2009-12-11,Winter                                            ,Booker T. Washington High School                                                                                                                                                                        ,Shreveport                                                                                          ,LA,High                                              
20091106PAHAW,2009-11-06,Fall                                              ,Hamilton High School (bus)                                                                                                                                                                              ,West Philadelphia                                                                                   ,PA,High                                              
20091030CAWIL,2009-10-30,Fall                                              ,Wilson High School                                                                                                                                                                                      ,Long Beach                                                                                          ,CA,High                                              
20091016SCCAC,2009-10-16,Fall                                              ,Carolina Forest High School                                                                                                                                                                             ,Conway                                                                                              ,SC,High                                              
20091008NYMAM,2009-10-08,Fall                                              ,Mattituck Junior-Senior High School                                                                                                                                                                     ,Mattituck                                                                                           ,NY,6-12                                              
20090916VAVIG,2009-09-16,Fall                                              ,Virginia Randolph Community High School                                                                                                                                                                 ,Glen Allen                                                                                          ,VA,High                                              
20090908CTSTS,2009-09-08,Fall                                              ,Stamford Academy                                                                                                                                                                                        ,Stamford                                                                                            ,CT,High                                              
20090827NCWEF,2009-08-27,Summer                                            ,Westover High School                                                                                                                                                                                    ,Fayetteville                                                                                        ,NC,High                                              
20090624IAAPP,2009-06-24,Summer                                            ,Aplington-Parkersburg High School                                                                                                                                                                       ,Parkersburg                                                                                         ,IA,High                                              
20090615CAINS,2009-06-15,Summer                                            ,International Studies Academy                                                                                                                                                                           ,San Francisco                                                                                       ,CA,Other                                             
20090518LALAL,2009-05-18,Spring                                            ,Larose-Cut Off Middle School                                                                                                                                                                            ,Larose                                                                                              ,LA,Middle                                            
20090505NYCAC,2009-05-05,Spring                                            ,Canandaigua Academy                                                                                                                                                                                     ,Canandaigua                                                                                         ,NY,High                                              
20090501WISHS,2009-05-01,Spring                                            ,Sheboygan High School                                                                                                                                                                                   ,Sheboygan                                                                                           ,WI,High                                              
20090413CALOL,2009-04-13,Spring                                            ,Locke High School                                                                                                                                                                                       ,Los Angeles                                                                                         ,CA,High                                              
20090311TXCYH,2009-03-11,Spring                                            ,Cypress Ridge High School                                                                                                                                                                               ,Houston                                                                                             ,TX,High                                              
20090310FLRIJ,2009-03-10,Spring                                            ,Ribault High School                                                                                                                                                                                     ,Jacksonville                                                                                        ,FL,High                                              
20090306NCWEF,2009-03-06,Spring                                            ,Westover High School                                                                                                                                                                                    ,Fayetteville                                                                                        ,NC,High                                              
20090302SDROS,2009-03-02,Spring                                            ,Robert Frost Elementary School                                                                                                                                                                          ,Sioux Falls                                                                                         ,SD,Elementary                                        
20090223CTBRN,2009-02-23,Winter                                            ,Brien McMahon High School                                                                                                                                                                               ,Norwalk                                                                                             ,CT,High                                              
20090220CAJOH,2009-02-20,Winter                                            ,John Muir Elementary School                                                                                                                                                                             ,Hayward                                                                                             ,CA,Elementary                                        
20090217MICED,2009-02-17,Winter                                            ,Central High School                                                                                                                                                                                     ,Detroit                                                                                             ,MI,High                                              
20090211NCSCZ,2009-02-11,Winter                                            ,School bus                                                                                                                                                                                              ,Zebulon                                                                                             ,NC,Other                                             
20090210CABAE,2009-02-10,Winter                                            ,Baker Elementary School                                                                                                                                                                                 ,El Monte                                                                                            ,CA,Elementary                                        
20090127NCCLC,2009-01-27,Winter                                            ,Clayton High School                                                                                                                                                                                     ,Clayton                                                                                             ,NC,High                                              
20090123ILCAC,2009-01-23,Winter                                            ,Cahokia High School                                                                                                                                                                                     ,Cahokia                                                                                             ,IL,High                                              
20090120PAEAE,2009-01-20,Winter                                            ,East High School                                                                                                                                                                                        ,Erie                                                                                                ,PA,High                                              
20090120MIBEM,2009-01-20,Winter                                            ,Beecher High School                                                                                                                                                                                     ,Mount Morris Township                                                                               ,MI,High                                              
20090120ILCOC,2009-01-20,Winter                                            ,Collins HIgh School                                                                                                                                                                                     ,Chicago                                                                                             ,IL,High                                              
20090114ILPEC,2009-01-14,Winter                                            ,Perspectives Charter School                                                                                                                                                                             ,Chicago                                                                                             ,IL,Middle                                            
20090109ILDUC,2009-01-09,Winter                                            ,Dunbar High School                                                                                                                                                                                      ,Chicago                                                                                             ,IL,High                                              
20090108DEWIN,2009-01-08,Winter                                            ,William Penn High School                                                                                                                                                                                ,New Castle                                                                                          ,DE,High                                              
20081231OKKEN,2008-12-31,Winter                                            ,Kennedy Elementary School                                                                                                                                                                               ,Norman                                                                                              ,OK,Elementary                                        
20081231GASHS,2008-12-31,Winter                                            ,Shuman Middle School                                                                                                                                                                                    ,Savannah                                                                                            ,GA,Middle                                            
20081227PAWIP,2008-12-27,Winter                                            ,William H. Harrison Elementary School                                                                                                                                                                   ,Philadelphia                                                                                        ,PA,Elementary                                        
20081222FLLAL,2008-12-22,Winter                                            ,Largo Middle School                                                                                                                                                                                     ,Largo                                                                                               ,FL,Middle                                            
20081221SCSUS,2008-12-21,Winter                                            ,Summerville High School                                                                                                                                                                                 ,Summerville                                                                                         ,SC,High                                              
20081212NYWIM,2008-12-12,Winter                                            ,William Floyd High School                                                                                                                                                                               ,Mastic Beach                                                                                        ,NY,High                                              
20081212NCGUA,2008-12-12,Winter                                            ,Guy B. Teachey Elementary School                                                                                                                                                                        ,Asheboro                                                                                            ,NC,Elementary                                        
20081205MNSHF,2008-12-05,Winter                                            ,Shattuck St. Mary's Prep School                                                                                                                                                                         ,Faribault                                                                                           ,MN,Other                                             
20081202CAKIK,2008-12-02,Winter                                            ,King City High School                                                                                                                                                                                   ,King City                                                                                           ,CA,High                                              
20081130CAOAG,2008-11-30,Fall                                              ,O A Peters Elementary School                                                                                                                                                                            ,Garden Grove                                                                                        ,CA,Elementary                                        
20081125TXNOH,2008-11-25,Fall                                              ,North Forest High School                                                                                                                                                                                ,Houston                                                                                             ,TX,High                                              
20081118CACOO,2008-11-18,Fall                                              ,Cole Middle School                                                                                                                                                                                      ,Oakland                                                                                             ,CA,Middle                                            
20081118CACEC,2008-11-18,Fall                                              ,Central Valley High School                                                                                                                                                                              ,Ceres                                                                                               ,CA,High                                              
20081115UTDES,2008-11-15,Fall                                              ,Desert Hills High School                                                                                                                                                                                ,St. George                                                                                          ,UT,High                                              
20081115COTHL,2008-11-15,Fall                                              ,Thompson Valley High School                                                                                                                                                                             ,Loveland                                                                                            ,CO,High                                              
20081112FLDIF,2008-11-12,Fall                                              ,Dillard High School                                                                                                                                                                                     ,Fort Lauderdale                                                                                     ,FL,High                                              
20081103CAELO,2008-11-03,Fall                                              ,El Rio Elementary School                                                                                                                                                                                ,Oxnard                                                                                              ,CA,Elementary                                        
20081103CABEB,2008-11-03,Fall                                              ,Bell High School                                                                                                                                                                                        ,Bell                                                                                                ,CA,High                                              
20081031MESTS,2008-10-31,Fall                                              ,Stockton Springs Elementary School                                                                                                                                                                      ,Stockton Springs                                                                                    ,ME,Elementary                                        
20081029CAELG,2008-10-29,Fall                                              ,Eliot Elementary School                                                                                                                                                                                 ,Gilroy                                                                                              ,CA,Elementary                                        
20081023ALPRP,2008-10-23,Fall                                              ,Prattville Christian Academy                                                                                                                                                                            ,Prattville                                                                                          ,AL,Other                                             
20081020CAVAA,2008-10-20,Fall                                              ,Vasquez High School                                                                                                                                                                                     ,Acton                                                                                               ,CA,High                                              
20081016MIHED,2008-10-16,Fall                                              ,Henry Ford High School                                                                                                                                                                                  ,Detroit                                                                                             ,MI,High                                              
20080919CAGEA,2008-09-19,Fall                                              ,George Washington Preparatory High School                                                                                                                                                               ,Athens                                                                                              ,CA,High                                              
20080915CAMIS,2008-09-15,Fall                                              ,Mira Loma High School                                                                                                                                                                                   ,Sacramento                                                                                          ,CA,High                                              
20080902OHSOW,2008-09-02,Fall                                              ,South High School                                                                                                                                                                                       ,Willoughby                                                                                          ,OH,High                                              
20080821TNCEK,2008-08-21,Fall                                              ,Central High School                                                                                                                                                                                     ,Knoxville                                                                                           ,TN,High                                              
20080814WALAF,2008-08-14,Summer                                            ,Lakota Middle School                                                                                                                                                                                    ,Federal Way                                                                                         ,WA,Middle                                            
20080811WAWAK,2008-08-11,Summer                                            ,Wallace Elementary School                                                                                                                                                                               ,Kelso                                                                                               ,WA,Elementary                                        
20080516LAMAT,2008-05-16,Spring                                            ,Madison Parish High School                                                                                                                                                                              ,Tallulah                                                                                            ,LA,High                                              
20080416CAROF,2008-04-16,Spring                                            ,Roosevelt High School                                                                                                                                                                                   ,Fresno                                                                                              ,CA,High                                              
20080306ALDAM,2008-03-06,Spring                                            ,Davidson High School                                                                                                                                                                                    ,Mobile                                                                                              ,AL,High                                              
20080214CAEOO,2008-02-12,Winter                                            ,E O Green Junior High School                                                                                                                                                                            ,Oxnard                                                                                              ,CA,Junior High                                       
20080211TNMIM,2008-02-11,Winter                                            ,Mitchell High School                                                                                                                                                                                    ,Memphis                                                                                             ,TN,High                                              
20080204TNHAM,2008-02-04,Winter                                            ,Hamilton High School                                                                                                                                                                                    ,Memphis                                                                                             ,TN,High                                              
20071221CABAU,2007-12-21,Winter                                            ,Barnard-White Middle School                                                                                                                                                                             ,Union City                                                                                          ,CA,Middle                                            
20071126NYHOH,2007-11-26,Fall                                              ,Holland Patent Central High School                                                                                                                                                                      ,Holland Patent                                                                                      ,NY,High                                              
20071105LAJOR,2007-11-05,Fall                                              ,John Curtis Christian School                                                                                                                                                                            ,River Ridge                                                                                         ,LA,K-12                                              
20071024TNMAM,2007-10-24,Fall                                              ,Manassas High School                                                                                                                                                                                    ,Memphis                                                                                             ,TN,High                                              
20071010OHSUC,2007-10-10,Fall                                              ,SuccessTech Academy                                                                                                                                                                                     ,Cleveland                                                                                           ,OH,Other                                             
20071001CTPLM,2007-10-01,Fall                                              ,Platt High School                                                                                                                                                                                       ,Meriden                                                                                             ,CT,High                                              
20070930AZSSP,2007-09-30,Fall                                              ,S Simon and Jude Catholic School                                                                                                                                                                        ,Phoenix                                                                                             ,AZ,K-8                                               
20070928CALAO,2007-09-28,Fall                                              ,Las Plumas High School                                                                                                                                                                                  ,Oroville                                                                                            ,CA,High                                              
20070804NJMON,2007-08-04,Summer                                            ,Mount Vernon Elementary School                                                                                                                                                                          ,Newark                                                                                              ,NJ,High                                              
20070709ILCAC,2007-07-09,Summer                                            ,Carter G. Woodson Elementary School                                                                                                                                                                     ,Chicago                                                                                             ,IL,Elementary                                        
20070628TXDAD,2007-06-28,Summer                                            ,David W. Carter High School                                                                                                                                                                             ,Dallas                                                                                              ,TX,High                                              
20070617SCBRB,2007-06-17,Summer                                            ,Broad River Elementary School                                                                                                                                                                           ,Burton                                                                                              ,SC,Elementary                                        
20070531NCNOG,2007-05-31,Spring                                            ,North Garner Middle School                                                                                                                                                                              ,Garner                                                                                              ,NC,Middle                                            
20070530NCVAG,2007-05-30,Spring                                            ,Vandora Springs Elementary School                                                                                                                                                                       ,Garner                                                                                              ,NC,Elementary                                        
20070523RIOAC,2007-05-23,Spring                                            ,Oak Haven Elementary School                                                                                                                                                                             ,Coventry                                                                                            ,RI,Elementary                                        
20070515TXLIL,2007-05-15,Spring                                            ,Liberty Memorial Middle School                                                                                                                                                                          ,Los Fresnos                                                                                         ,TX,Middle                                            
20070512TXWEM,2007-05-12,Spring                                            ,West Mesquite High School                                                                                                                                                                               ,Mesquite                                                                                            ,TX,High                                              
20070510MIHED,2007-05-10,Spring                                            ,Henry Ford High School                                                                                                                                                                                  ,Detroit                                                                                             ,MI,High                                              
20070504TXTIE,2007-05-04,Spring                                            ,Tidehaven High School                                                                                                                                                                                   ,El Maton                                                                                            ,TX,High                                              
20070503OHGED,2007-05-03,Spring                                            ,Gettysburg Elementary School                                                                                                                                                                            ,Dayton                                                                                              ,OH,Elementary                                        
20070418NCNOH,2007-04-18,Spring                                            ,North Mecklenburg High School                                                                                                                                                                           ,Huntersville                                                                                        ,NC,High                                              
20070410ORSPG,2007-04-10,Spring                                            ,Springwater Trail High School                                                                                                                                                                           ,Gresham                                                                                             ,OR,High                                              
20070410ILCHC,2007-04-10,Spring                                            ,Chicago Vocational Career Academy                                                                                                                                                                       ,Chicago                                                                                             ,IL,Other                                             
20070329SCMYM,2007-03-29,Spring                                            ,Myrtle Beach High School                                                                                                                                                                                ,Myrtle Beach                                                                                        ,SC,High                                              
20070327CTSAH,2007-03-27,Spring                                            ,Sarah J. Rawson Elementary School                                                                                                                                                                       ,Hartford                                                                                            ,CT,Elementary                                        
20070323FLUNO,2007-03-23,Spring                                            ,Union Park Elementary School                                                                                                                                                                            ,Orlando                                                                                             ,FL,Elementary                                        
20070308TNEAC,2007-03-08,Spring                                            ,East Ridge High School                                                                                                                                                                                  ,Chattanooga                                                                                         ,TN,High                                              
20070307TXGRG,2007-03-07,Spring                                            ,Greenville High School                                                                                                                                                                                  ,Greenville                                                                                          ,TX,High                                              
20070307MIHEM,2007-03-07,Spring                                            ,Herbert Henry Dow High School                                                                                                                                                                           ,Midland                                                                                             ,MI,High                                              
20070307CACEC,2007-03-07,Spring                                            ,Centennial High School                                                                                                                                                                                  ,Compton                                                                                             ,CA,High                                              
20070227GACLA,2007-02-27,Winter                                            ,Clifton Elementary School                                                                                                                                                                               ,Atlanta                                                                                             ,GA,Elementary                                        
20070226CASLA,2007-02-26,Winter                                            ,Slauson Middle School                                                                                                                                                                                   ,Azusa                                                                                               ,CA,Middle                                            
20070208TXSTP,2007-02-08,Winter                                            ,Stephen F. Austin Middle School                                                                                                                                                                         ,Port Arthur                                                                                         ,TX,Middle                                            
20070208ORCRP,2007-02-08,Winter                                            ,Crook County High School                                                                                                                                                                                ,Prineville                                                                                          ,OR,High                                              
